Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,101.01,безналичный,Минск,Приорбанк-XQPK-054,01-01-2012,21:34:22,успешно,да,9.9
юр. лицо,получение средств,2029.58,наличный,Минск,Приорбанк-DURG-257,31-08-2020,20:23:52,успешно,нет,0.0
юр. лицо,списание средств,4412.23,наличный,Витебск,Приорбанк-FEEX-127,05-01-2015,16:08:10,недостаточно средств,да,221.68
юр. лицо,списание средств,3295.11,безналичный,Брест,Беларусбанк-KXII-132,07-12-2022,11:13:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2369.73,безналичный,Гродно,Приорбанк-RBHR-527,19-03-2002,23:20:55,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1235.64,наличный,Минск,Приорбанк-OFGE-141,02-03-2008,03:00:58,недостаточно средств,да,101.27
физ. лицо,получение средств,2826.26,безналичный,Гомель,Белинвестбанк-TPNZ-874,11-11-2022,05:10:02,успешно,нет,0.0
юр. лицо,списание средств,1299.9,наличный,Гомель,МаксБанк-CZDP-365,17-05-2008,23:06:32,неправильный ввод пин-кода,да,63.8
физ. лицо,получение средств,4108.87,наличный,Могилев,Белинвестбанк-PFRU-098,29-09-2012,23:10:05,успешно,нет,0.0
юр. лицо,списание средств,4980.23,безналичный,Могилев,Приорбанк-WQVY-557,02-09-2010,19:30:13,неправильный ввод пин-кода,да,297.84
юр. лицо,списание средств,864.74,наличный,Гродно,Приорбанк-UUUD-001,24-03-2012,07:44:08,недостаточно средств,да,65.38
юр. лицо,списание средств,1495.78,безналичный,Гомель,Беларусбанк-MUUF-912,28-10-2019,20:08:06,недостаточно средств,да,56.5
физ. лицо,получение средств,3736.55,наличный,Витебск,Приорбанк-ZBGU-130,14-12-2014,01:55:44,успешно,нет,0.0
физ. лицо,получение средств,1905.64,наличный,Брест,Беларусбанк-YTLT-617,20-04-2015,22:31:05,успешно,нет,0.0
физ. лицо,списание средств,254.78,безналичный,Минск,Беларусбанк-TAHW-721,25-08-2021,15:38:21,недостаточно средств,нет,0.0
юр. лицо,списание средств,597.77,безналичный,Витебск,Беларусбанк-YEXT-917,09-12-2024,16:49:10,неправильный ввод пин-кода,да,39.56
физ. лицо,списание средств,2207.04,наличный,Могилев,Белинвестбанк-POUP-121,24-01-2022,03:19:52,успешно,нет,0.0
физ. лицо,списание средств,3644.57,безналичный,Могилев,Белинвестбанк-EFWA-611,05-04-2023,18:32:15,успешно,нет,0.0
юр. лицо,получение средств,231.14,безналичный,Гомель,БелАгропромбанк-HRRG-696,31-05-2023,17:50:45,успешно,нет,0.0
физ. лицо,получение средств,1217.44,наличный,Гродно,МаксБанк-CAAL-361,24-08-2009,09:05:49,успешно,нет,0.0
физ. лицо,получение средств,663.13,наличный,Брест,Белинвестбанк-XTNK-847,21-12-2017,01:11:04,успешно,нет,0.0
юр. лицо,получение средств,421.66,безналичный,Гродно,Белинвестбанк-TBIC-992,27-12-2003,08:11:09,успешно,нет,0.0
физ. лицо,списание средств,4689.51,наличный,Гомель,Беларусбанк-YLDF-739,08-01-2013,19:07:48,успешно,да,447.66
физ. лицо,получение средств,2074.89,наличный,Могилев,Приорбанк-JFJG-891,29-12-2003,07:28:24,успешно,нет,0.0
юр. лицо,списание средств,3522.5,безналичный,Минск,Беларусбанк-WJGK-346,04-04-2018,21:35:39,недостаточно средств,да,39.82
юр. лицо,списание средств,444.55,наличный,Витебск,Приорбанк-AUTM-269,20-06-2012,07:18:57,успешно,да,7.54
физ. лицо,списание средств,3236.92,безналичный,Гомель,Беларусбанк-CMKG-753,01-03-2020,11:06:45,успешно,да,226.03
физ. лицо,списание средств,4949.82,безналичный,Минск,Беларусбанк-LWLW-407,12-10-2002,18:57:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1039.52,безналичный,Могилев,МаксБанк-QHFK-678,08-08-2001,00:14:44,успешно,нет,0.0
физ. лицо,получение средств,4882.27,безналичный,Могилев,Приорбанк-JWII-752,22-04-2017,05:39:20,успешно,нет,0.0
юр. лицо,списание средств,1573.27,безналичный,Гомель,БелАгропромбанк-ZKYO-955,28-03-2008,13:37:13,успешно,нет,0.0
юр. лицо,получение средств,1072.08,безналичный,Витебск,Приорбанк-VRPT-060,17-09-2005,23:50:19,успешно,нет,0.0
юр. лицо,списание средств,3647.52,безналичный,Минск,Белинвестбанк-JGRO-013,03-12-2005,10:30:41,неправильный ввод пин-кода,да,181.79
юр. лицо,получение средств,2661.52,наличный,Гомель,Приорбанк-JSXM-179,08-07-2015,14:52:12,успешно,нет,0.0
физ. лицо,списание средств,3022.61,безналичный,Брест,Белинвестбанк-JPBQ-232,23-01-2004,13:53:19,успешно,нет,0.0
юр. лицо,списание средств,462.5,наличный,Минск,БелАгропромбанк-MTKT-643,12-11-2007,14:08:15,успешно,нет,0.0
физ. лицо,списание средств,1353.63,безналичный,Гродно,МаксБанк-IQSL-956,02-01-2016,04:04:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1229.59,безналичный,Витебск,МаксБанк-TNUK-714,29-10-2021,00:38:09,недостаточно средств,да,114.06
физ. лицо,списание средств,3308.25,безналичный,Минск,Приорбанк-MGOY-165,14-01-2014,19:53:04,недостаточно средств,да,157.17
юр. лицо,получение средств,20.74,наличный,Брест,Белинвестбанк-YQSS-227,01-12-2011,20:31:51,успешно,нет,0.0
физ. лицо,получение средств,4914.67,наличный,Минск,МаксБанк-YXYX-229,14-04-2003,09:22:43,успешно,нет,0.0
юр. лицо,получение средств,4741.09,безналичный,Брест,Приорбанк-DVSE-518,10-04-2011,22:00:01,успешно,нет,0.0
юр. лицо,получение средств,3038.12,безналичный,Могилев,МаксБанк-LNJN-147,17-03-2010,18:55:42,успешно,нет,0.0
физ. лицо,списание средств,318.16,наличный,Витебск,Белинвестбанк-DEAK-697,19-01-2019,04:02:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3984.39,наличный,Витебск,Приорбанк-LWNF-694,14-12-2014,23:23:55,неправильный ввод пин-кода,да,288.19
юр. лицо,списание средств,2497.28,безналичный,Минск,БелАгропромбанк-LXMO-923,01-10-2014,02:28:54,успешно,да,30.43
физ. лицо,списание средств,4898.79,наличный,Брест,Беларусбанк-SDEB-193,13-01-2004,07:46:06,успешно,да,460.12
